Unnamed: 0,time,lat,lon,seconds,0,Description
84,2019-10-11 12:40:03,4.6364168,-74.0848327,31,0,"Musica de la carga, despertadores"
85,2019-10-11 12:40:34,4.6363578,-74.0848767,38,0,"Musica de la carga, despertadores"
86,2019-10-11 12:41:12,4.6364383,-74.0848561,35,0,"Musica de la carga, despertadores"
87,2019-10-11 12:41:47,4.6364495,-74.0848364,31,0,"Musica de la carga, despertadores"
88,2019-10-11 12:42:18,4.6364539,-74.0849,31,0,"Musica de la carga, despertadores"
89,2019-10-11 12:42:49,4.6365102999999985,-74.084868,31,0,"Musica de la carga, despertadores"
90,2019-10-11 12:43:20,4.6365027,-74.08484890000003,41,0,"Musica de la carga, despertadores"
91,2019-10-11 12:44:01,4.6365120000000015,-74.0848517,31,0,"Musica de la carga, despertadores"
92,2019-10-11 12:44:32,4.636480799999998,-74.08483249999998,39,0,"Musica de la carga, despertadores"
93,2019-10-11 12:45:11,4.6364556,-74.08483340000002,359,0,"Musica de la carga, despertadores"
94,2019-10-11 12:51:10,4.636506,-74.0848119,360,0,"Musica de la carga, despertadores"
95,2019-10-11 12:57:10,4.6365246,-74.08480990000002,360,0,"Musica de la carga, despertadores"
96,2019-10-11 13:03:10,4.6365235999999985,-74.0848147,360,0,"Musica de la carga, despertadores"
97,2019-10-11 13:09:10,4.636522,-74.08479840000003,296,0,"Musica de la carga, despertadores"
